runtime_minutes,genres,average_ratings,number_of_votes,release_date,title,production_budget,domestic_gross,worldwide_gross,Total_gross,ROI,month,season,movie_rating,movie_length,genre_1,genre_combined,Budget_Category,Break_Even,Profit_Margin,quarter,year,peak_season
116,"Action,Adventure,Thriller",5,41588,2013-01-31,Robin Hood,210000000,105487148,322459006,427946154,103.78388285714286,1,Winter,Average,Medium,Action,Action & Adventure,High,True,0.5092840581995276,2013Q1,2013,Non-Peak
116,"Action,Adventure,Thriller",5,41588,2013-01-31,Robin Hood,99000000,30824628,84747441,115572069,16.739463636363634,1,Winter,Average,Medium,Action,Action & Adventure,High,True,0.1433916442215809,2013Q1,2013,Non-Peak
116,"Action,Adventure,Thriller",5,41588,2018-11-21,Robin Hood,210000000,105487148,322459006,427946154,103.78388285714286,11,Fall,Average,Medium,Action,Action & Adventure,High,True,0.5092840581995276,2018Q4,2018,Peak
116,"Action,Adventure,Thriller",5,41588,2018-11-21,Robin Hood,99000000,30824628,84747441,115572069,16.739463636363634,11,Fall,Average,Medium,Action,Action & Adventure,High,True,0.1433916442215809,2018Q4,2018,Peak
111,"Crime,Drama",6,16255,2018-09-14,White Boy Rick,30000000,24004833,25947983,49952816,66.50938666666667,9,Fall,Average,Medium,Crime,Crime & Drama,Medium,True,0.399433257176132,2018Q3,2018,Non-Peak
95,Thriller,6,5,2010-09-24,Buried,1987650,1044143,21270290,22314433,1022.6540386889039,9,Fall,Average,Medium,Thriller,Thriller,Low,True,0.9109253638665163,2010Q3,2010,Non-Peak
132,"Drama,Thriller",7,52788,2016-11-25,Miss Sloane,18000000,3500605,7719630,11220235,-37.66536111111111,11,Fall,Average,Long,Drama,Drama & Thriller,Low,False,-0.6042444743804386,2016Q4,2016,Peak
102,Drama,7,26,2011-04-23,Bully,2100000,881824,1381824,2263648,7.792761904761905,4,Spring,Average,Medium,Drama,Drama,Low,True,0.07229392555733047,2011Q2,2011,Non-Peak
116,"Drama,Thriller",7,205240,2016-11-18,Nocturnal Animals,22500000,10663357,32398681,43062038,91.38683555555556,11,Fall,Average,Medium,Drama,Drama & Thriller,Medium,True,0.47749802273640646,2016Q4,2016,Peak
125,"Biography,Drama,History",7,136546,2017-11-22,Darkest Hour,30000000,56443120,150807172,207250292,590.8343066666666,11,Fall,Average,Long,Biography,Biography & Drama,Medium,True,0.855247489832246,2017Q4,2017,Peak
94,"Action,Adventure,Thriller",6,47862,2018-08-17,Mile 22,35000000,36108758,66295121,102403879,192.58251142857142,8,Summer,Average,Medium,Action,Action & Adventure,Medium,True,0.6582160720689106,2018Q3,2018,Non-Peak
133,"Action,Crime,Drama",7,76204,2016-12-21,Patriots Day,40000000,31886361,52837989,84724350,111.810875,12,Winter,Average,Long,Action,Action & Crime,Medium,True,0.5278807096188994,2016Q4,2016,Peak
89,"Action,Drama,Sci-Fi",5,7074,2017-04-28,Sleight,250000,3930990,3934450,7865440,3046.1760000000004,4,Spring,Average,Medium,Action,Action & Drama,Low,True,0.9682153827376472,2017Q2,2017,Non-Peak
104,"Adventure,Animation,Comedy",7,52737,2018-08-03,Christopher Robin,75000000,99215042,197504758,296719800,295.6264,8,Summer,Average,Medium,Adventure,Adventure & Animation,Medium,True,0.7472362815019422,2018Q3,2018,Non-Peak
86,"Adventure,Animation,Comedy",6,5159,2017-11-17,The Star,20000000,40847995,62758010,103606005,418.030025,11,Fall,Average,Medium,Adventure,Adventure & Animation,Medium,True,0.8069609961314501,2017Q4,2017,Peak
110,Drama,6,102,2012-09-09,Highway,2000000,0,0,0,-100.0,9,Fall,Average,Medium,Drama,Drama,Low,False,-inf,2012Q3,2012,Non-Peak
110,Drama,6,102,2014-02-20,Highway,2000000,0,0,0,-100.0,2,Winter,Average,Medium,Drama,Drama,Low,False,-inf,2014Q1,2014,Non-Peak
106,"Biography,Comedy,Crime",7,29473,2018-10-19,Can You Ever Forgive Me?,10000000,8803865,11752387,20556252,105.56251999999999,10,Fall,Average,Medium,Biography,Biography & Comedy,Low,True,0.5135299956431746,2018Q4,2018,Non-Peak
3,"Biography,Documentary",6,10,2011-03-08,Limitless,27000000,79249455,155564919,234814374,769.6828666666667,3,Spring,Average,Short,Biography,Biography & Documentary,Medium,True,0.8850155570118549,2011Q1,2011,Non-Peak
97,"Biography,Documentary,Sport",7,383,2016-05-27,Bobby,14000000,11242801,20597806,31840607,127.43290714285713,5,Spring,Average,Medium,Biography,Biography & Documentary,Low,True,0.5603098898208819,2016Q2,2016,Non-Peak
92,Romance,5,6,2011-06-28,The Perfect Man,10000000,16535005,19535005,36070010,260.70009999999996,6,Summer,Average,Medium,Romance,Romance,Low,True,0.7227613743384047,2011Q2,2011,Peak
96,Drama,5,13,2012-05-11,The Road,25000000,8114270,29206732,37321002,49.284008,5,Spring,Average,Medium,Drama,Drama,Medium,True,0.33013588434737096,2012Q2,2012,Non-Peak
116,"Comedy,Drama",7,7156,2011-10-28,Like Crazy,250000,3395391,3728400,7123791,2749.5164,10,Fall,Average,Medium,Comedy,Comedy & Drama,Low,True,0.9649063258593633,2011Q4,2011,Non-Peak
121,"Biography,Comedy,Drama",6,43245,2015-12-03,Battle of the Sexes,25000000,12638526,18445379,31083905,24.33562,12,Winter,Average,Long,Biography,Biography & Comedy,Medium,True,0.19572524751957646,2015Q4,2015,Peak
121,"Biography,Comedy,Drama",6,43245,2017-09-22,Battle of the Sexes,25000000,12638526,18445379,31083905,24.33562,9,Fall,Average,Long,Biography,Biography & Comedy,Medium,True,0.19572524751957646,2017Q3,2017,Non-Peak
109,"Drama,Sport",5,884,2014-11-14,Wolves,18000000,0,94953,94953,-99.47248333333333,11,Fall,Average,Medium,Drama,Drama & Sport,Low,False,-188.56747022210988,2014Q4,2014,Peak
109,"Drama,Sport",5,884,2016-10-25,Wolves,18000000,0,94953,94953,-99.47248333333333,10,Fall,Average,Medium,Drama,Drama & Sport,Low,False,-188.56747022210988,2016Q4,2016,Non-Peak
87,"Adventure,Animation,Comedy",6,50448,2016-09-23,Storks,70000000,72679278,183353431,256032709,265.7610128571429,9,Fall,Average,Medium,Adventure,Adventure & Animation,Medium,True,0.7265974325178898,2016Q3,2016,Non-Peak
136,"Action,Crime,Thriller",6,179774,2017-04-14,The Fate of the Furious,250000000,225764765,1234846267,1460611032,484.2444128,4,Spring,Average,Long,Action,Action & Crime,High,True,0.8288387568470728,2017Q2,2017,Non-Peak
82,"Horror,Mystery,Thriller",5,1115,2019-02-01,Braid,1660000,0,80745,80745,-95.13584337349398,2,Winter,Average,Medium,Horror,Horror & Mystery,Low,False,-19.558548516936032,2019Q1,2019,Non-Peak
109,"Biography,Drama",6,16593,2016-09-30,Denial,10000000,4073448,9263940,13337388,33.37388,9,Fall,Average,Medium,Biography,Biography & Drama,Low,True,0.25022800566347775,2016Q3,2016,Non-Peak
111,"Comedy,Drama",6,5212,2016-11-11,Almost Christmas,17000000,42065185,42493506,84558691,397.4040647058823,11,Fall,Average,Medium,Comedy,Comedy & Drama,Low,True,0.798956206642319,2016Q4,2016,Peak
141,"Action,Adventure,Comedy",6,230797,2017-09-22,Kingsman: The Golden Circle,104000000,100234838,408803696,509038534,389.46012884615385,9,Fall,Average,Long,Action,Action & Adventure,High,True,0.7956932667105315,2017Q3,2017,Non-Peak
94,Drama,6,517,2013-06-07,Much Ado About Nothing,8000000,22549338,22549338,45098676,463.73344999999995,6,Summer,Average,Medium,Drama,Drama,Low,True,0.8226112003820245,2013Q2,2013,Peak
94,Drama,6,517,2016-01-23,Much Ado About Nothing,8000000,22549338,22549338,45098676,463.73344999999995,1,Winter,Average,Medium,Drama,Drama,Low,True,0.8226112003820245,2016Q1,2016,Non-Peak
100,Comedy,6,100952,2016-07-29,Bad Moms,20000000,113257297,180998716,294256013,1371.280065,7,Summer,Average,Medium,Comedy,Comedy,Medium,True,0.93203197516307,2016Q3,2016,Peak
100,"Comedy,Drama",8,122,2014-06-04,Driving Miss Daisy,7500000,106593296,106593296,213186592,2742.487893333333,6,Summer,High,Medium,Comedy,Comedy & Drama,Low,True,0.9648195511282436,2014Q2,2014,Peak
108,Drama,6,1220,2017-08-25,All Saints,2000000,5802208,5941994,11744202,487.21009999999995,8,Summer,Average,Medium,Drama,Drama,Low,True,0.8297032016308984,2017Q3,2017,Non-Peak
100,Adventure,8,32,2016-04-17,The Return,15000000,501752,5953886,6455638,-56.96241333333333,4,Spring,High,Medium,Adventure,Adventure,Low,False,-1.323550360165796,2016Q2,2016,Non-Peak
92,Comedy,3,17189,2016-01-29,Fifty Shades of Black,5000000,11686940,22113075,33800015,576.0003,1,Winter,low,Medium,Comedy,Comedy,Low,True,0.8520710715660925,2016Q1,2016,Non-Peak
96,"Comedy,Documentary",5,8134,2016-10-14,Kevin Hart: What Now?,10000000,23591043,23591043,47182086,371.82086,10,Fall,Average,Medium,Comedy,Comedy & Documentary,Low,True,0.7880551529663186,2016Q4,2016,Non-Peak
120,"Biography,Drama",6,12083,2018-12-25,On the Basis of Sex,20000000,24622687,38073377,62696064,213.48031999999998,12,Winter,Average,Medium,Biography,Biography & Drama,Medium,True,0.6810007084336267,2018Q4,2018,Peak
123,"Biography,Drama,Romance",7,28079,2016-11-04,Loving,9000000,7710234,12898064,20608298,128.98108888888888,11,Fall,Average,Long,Biography,Biography & Drama,Low,True,0.5632827126238178,2016Q4,2016,Peak
75,Horror,6,8,2014-06-27,Under the Rainbow,20000000,18826490,18826490,37652980,88.2649,6,Summer,Average,Medium,Horror,Horror,Medium,True,0.46883354252438986,2014Q2,2014,Peak
87,"Drama,Thriller",7,119,2016-04-17,The Return,15000000,501752,5953886,6455638,-56.96241333333333,4,Spring,Average,Medium,Drama,Drama & Thriller,Low,False,-1.323550360165796,2016Q2,2016,Non-Peak
62,Documentary,7,10,2013-07-26,Stranded,1900000,0,285593,285593,-84.96878947368421,7,Summer,Average,Medium,Documentary,Documentary,Low,False,-5.6528241238405705,2013Q3,2013,Peak
97,"Drama,Romance",6,78764,2016-12-16,Collateral Beauty,36000000,31016021,85309093,116325114,223.1253166666667,12,Winter,Average,Medium,Drama,Drama & Romance,Medium,True,0.6905225470056277,2016Q4,2016,Peak
143,"Action,Drama,Romance",3,282,2016-11-25,Lion,12000000,51739495,149570720,201310215,1577.585125,11,Fall,low,Long,Action,Action & Drama,Low,True,0.9403905062641754,2016Q4,2016,Peak
91,"Horror,Mystery",6,69039,2017-06-09,It Comes at Night,5000000,13985117,19720203,33705320,574.1064,6,Summer,Average,Medium,Horror,Horror & Mystery,Low,True,0.8516554656653609,2017Q2,2017,Peak
97,Horror,4,250,2011-12-09,The Sitter,25000000,30542576,38749404,69291980,177.16791999999998,12,Winter,low,Medium,Horror,Horror,Medium,True,0.6392078852415533,2011Q4,2011,Peak
101,"Adventure,Comedy,Drama",7,87532,2016-06-24,Hunt for the Wilderpeople,2500000,5205471,23845533,29051004,1062.04016,6,Summer,Average,Medium,Adventure,Adventure & Comedy,Low,True,0.9139444543809915,2016Q2,2016,Peak
119,Drama,5,338,2013-09-27,Believe,3500000,890303,890303,1780606,-49.125542857142854,9,Fall,Average,Medium,Drama,Drama,Low,False,-0.9656229396059544,2013Q3,2013,Non-Peak
119,Drama,5,338,2016-12-02,Believe,3500000,890303,890303,1780606,-49.125542857142854,12,Winter,Average,Medium,Drama,Drama,Low,False,-0.9656229396059544,2016Q4,2016,Peak
114,"Action,Adventure,Sci-Fi",6,94155,2018-12-21,Bumblebee,102000000,127195589,465195589,592391178,480.7756647058824,12,Winter,Average,Medium,Action,Action & Adventure,High,True,0.8278164770374079,2018Q4,2018,Peak
89,"Adventure,Animation,Comedy",6,15882,2018-02-16,Early Man,50000000,8267544,45285890,53553434,7.1068679999999995,2,Winter,Average,Medium,Adventure,Adventure & Animation,Medium,True,0.06635305590300708,2018Q1,2018,Non-Peak
87,Comedy,6,5,2011-06-07,Last Man Standing,67000000,18115927,18115927,36231854,-45.922605970149256,6,Summer,Average,Medium,Comedy,Comedy,Medium,False,-0.8492015340975927,2011Q2,2011,Peak
72,Documentary,6,9,2015-05-13,Book Club,10000000,68566296,91113683,159679979,1496.79979,5,Spring,Average,Medium,Documentary,Documentary,Low,True,0.9373747412629607,2015Q2,2015,Non-Peak
72,Documentary,6,9,2018-05-18,Book Club,10000000,68566296,91113683,159679979,1496.79979,5,Spring,Average,Medium,Documentary,Documentary,Low,True,0.9373747412629607,2018Q2,2018,Non-Peak
86,"Action,Comedy,Drama",4,3661,2015-12-11,American Hero,1000000,0,26,26,-99.9974,12,Winter,low,Medium,Action,Action & Comedy,Low,False,-38460.53846153846,2015Q4,2015,Peak
109,Thriller,6,5,2013-03-14,The Call,12800000,51872378,69821476,121693854,850.733234375,3,Spring,Average,Medium,Thriller,Thriller,Low,True,0.8948180242528928,2013Q1,2013,Non-Peak
120,"Action,Adventure,Drama",3,2536,2018-10-26,Air Strike,65000000,0,516279,516279,-99.20572461538461,10,Fall,low,Medium,Action,Action & Adventure,Medium,False,-124.90091791453845,2018Q4,2018,Non-Peak
92,"Crime,Horror,Mystery",5,13822,2018-07-20,Unfriended: Dark Web,1000000,8866745,16434588,25301333,2430.1333,7,Summer,Average,Medium,Crime,Crime & Horror,Low,True,0.9604763907103234,2018Q3,2018,Peak
93,"Comedy,Music",5,45127,2017-12-22,Pitch Perfect 3,45000000,104897530,185736412,290633942,545.8532044444445,12,Winter,Average,Medium,Comedy,Comedy & Music,Medium,True,0.8451660542800606,2017Q4,2017,Peak
133,"Drama,History",6,164555,2013-10-16,The Promise,90000000,8224288,10551417,18775705,-79.13810555555555,10,Fall,Average,Long,Drama,Drama & History,High,False,-3.7934285290485765,2013Q4,2013,Non-Peak
133,"Drama,History",6,164555,2017-04-21,The Promise,90000000,8224288,10551417,18775705,-79.13810555555555,4,Spring,Average,Long,Drama,Drama & History,High,False,-3.7934285290485765,2017Q2,2017,Non-Peak
98,"Biography,Drama,History",6,4396,2017-11-03,LBJ,20000000,2468683,2507181,4975864,-75.12068,11,Fall,Average,Medium,Biography,Biography & Drama,Medium,False,-3.019402459552753,2017Q4,2017,Peak
113,"Action,Horror,Sci-Fi",5,114042,2018-08-10,The Meg,178000000,145443742,529530715,674974457,279.1991331460674,8,Summer,Average,Medium,Action,Action & Horror,High,True,0.7362863169798439,2018Q3,2018,Non-Peak
81,"Drama,Horror,Mystery",6,100650,2016-07-22,Lights Out,5000000,67268835,148806510,216075345,4221.5069,7,Summer,Average,Medium,Drama,Drama & Horror,Low,True,0.9768599235604599,2016Q3,2016,Peak
115,"Comedy,Drama",5,11747,2017-04-28,How to Be a Latin Lover,10000000,32149404,62556228,94705632,847.0563200000001,4,Spring,Average,Medium,Comedy,Comedy & Drama,Low,True,0.8944096587624272,2017Q2,2017,Non-Peak
80,Drama,4,13,2016-02-19,Forsaken,18000000,0,0,0,-100.0,2,Winter,low,Medium,Drama,Drama,Low,False,-inf,2016Q1,2016,Non-Peak
80,Drama,4,13,2016-02-02,Forsaken,18000000,0,0,0,-100.0,2,Winter,low,Medium,Drama,Drama,Low,False,-inf,2016Q1,2016,Non-Peak
80,Drama,4,13,2017-06-13,Forsaken,18000000,0,0,0,-100.0,6,Summer,low,Medium,Drama,Drama,Low,False,-inf,2017Q2,2017,Peak
101,"Comedy,Crime,Thriller",5,39447,2017-06-16,Rough Night,20000000,22105643,46844357,68950000,244.74999999999997,6,Summer,Average,Medium,Comedy,Comedy & Crime,Medium,True,0.7099347353154459,2017Q2,2017,Peak
94,Drama,6,1063,2017-06-16,The Journey,500000,19800,19800,39600,-92.08,6,Summer,Average,Medium,Drama,Drama,Low,False,-11.626262626262626,2017Q2,2017,Peak
100,Documentary,4,13,2015-03-27,Hush,1000000,0,0,0,-100.0,3,Spring,low,Medium,Documentary,Documentary,Low,False,-inf,2015Q1,2015,Non-Peak
100,Documentary,4,13,2016-03-12,Hush,1000000,0,0,0,-100.0,3,Spring,low,Medium,Documentary,Documentary,Low,False,-inf,2016Q1,2016,Non-Peak
73,Horror,3,275,2017-10-01,Red Eye,26000000,57891803,96666486,154558289,494.4549576923077,10,Fall,low,Medium,Horror,Horror,Medium,True,0.831778676069583,2017Q4,2017,Non-Peak
85,Comedy,5,72,2010-03-12,Remember Me,16000000,19068240,56506120,75574360,372.33975,3,Spring,Average,Medium,Comedy,Comedy,Low,True,0.7882879855019612,2010Q1,2010,Non-Peak
127,"Biography,Drama,History",7,171131,2016-12-10,Hidden Figures,25000000,169607287,231771716,401379003,1505.516012,12,Winter,Average,Long,Biography,Biography & Drama,Medium,True,0.9377147289391219,2016Q4,2016,Peak
90,Horror,4,653,2017-06-23,Blood Feast,1200000,8708,8708,17416,-98.54866666666666,6,Summer,low,Medium,Horror,Horror,Low,False,-67.90215893431328,2017Q2,2017,Peak
167,"Action,Drama",8,65656,2017-04-27,Baahubali 2: The Conclusion,30000000,18985794,263502914,282488708,841.6290266666667,4,Spring,High,Long,Action,Action & Drama,Medium,True,0.8938010647845082,2017Q2,2017,Non-Peak
106,Horror,4,14,2013-05-05,Friend Request,9900000,3759078,11310835,15069913,52.22134343434344,5,Spring,low,Medium,Horror,Horror,Low,True,0.3430619008882135,2013Q2,2013,Non-Peak
106,Horror,4,14,2016-12-09,Friend Request,9900000,3759078,11310835,15069913,52.22134343434344,12,Winter,low,Medium,Horror,Horror,Low,True,0.3430619008882135,2016Q4,2016,Peak
96,"Comedy,Romance",4,3052,2016-03-11,The Perfect Match,5000000,9669521,10182050,19851571,297.03141999999997,3,Spring,low,Medium,Comedy,Comedy & Romance,Low,True,0.7481307650664021,2016Q1,2016,Non-Peak
86,"Adventure,Animation,Comedy",3,47294,2017-07-23,The Emoji Movie,50000000,86089513,216562312,302651825,505.30365,7,Summer,low,Medium,Adventure,Adventure & Animation,Medium,True,0.8347936609997313,2017Q3,2017,Peak
128,"Action,Adventure,Sci-Fi",6,219125,2018-06-22,Jurassic World: Fallen Kingdom,170000000,417719760,1305772799,1723492559,913.819152352941,6,Summer,Average,Long,Action,Action & Adventure,High,True,0.9013630786438458,2018Q2,2018,Peak
87,Documentary,8,5,2010-05-20,Fair Game,50000000,11497497,26097497,37594994,-24.810012,5,Spring,High,Medium,Documentary,Documentary,Medium,False,-0.3299643032261157,2010Q2,2010,Non-Peak
119,Drama,7,2528,2018-08-15,Frenzy,3500000,12600000,12600000,25200000,620.0,8,Summer,Average,Medium,Drama,Drama,Low,True,0.8611111111111112,2018Q3,2018,Non-Peak
110,Drama,6,285,2017-10-17,Anna,4357373,0,1200000,1200000,-72.46047102233388,10,Fall,Average,Medium,Drama,Drama,Low,False,-2.6311441666666666,2017Q4,2017,Non-Peak
91,"Comedy,Drama,Family",6,1562,2017-01-20,The Resurrection of Gavin Stone,2000000,2303792,2303792,4607584,130.3792,1,Winter,Average,Medium,Comedy,Comedy & Drama,Low,True,0.5659330356212714,2017Q1,2017,Non-Peak
94,"Comedy,Drama",7,177677,2017-11-03,Lady Bird,10000000,48958273,78610769,127569042,1175.69042,11,Fall,Average,Medium,Comedy,Comedy & Drama,Low,True,0.9216110755147005,2017Q4,2017,Peak
93,Drama,8,17,2016-05-03,Restoration,18000000,4100000,4100000,8200000,-54.44444444444444,5,Spring,High,Medium,Drama,Drama,Low,False,-1.1951219512195121,2016Q2,2016,Non-Peak
92,Thriller,5,196,2016-05-13,The Darkness,4000000,10753574,10898293,21651867,441.296675,5,Spring,Average,Medium,Thriller,Thriller,Low,True,0.8152584255205336,2016Q2,2016,Non-Peak
68,Documentary,7,61,2014-01-01,Brothers,26000000,28544157,45043870,73588027,183.0308730769231,1,Winter,Average,Medium,Documentary,Documentary,Medium,True,0.6466816537967515,2014Q1,2014,Non-Peak
68,Documentary,7,61,2014-01-01,Brothers,13000000,656688,17856688,18513376,42.410584615384614,1,Winter,Average,Medium,Documentary,Documentary,Low,True,0.29780500325818476,2014Q1,2014,Non-Peak
68,Documentary,7,61,2016-04-04,Brothers,26000000,28544157,45043870,73588027,183.0308730769231,4,Spring,Average,Medium,Documentary,Documentary,Medium,True,0.6466816537967515,2016Q2,2016,Non-Peak
68,Documentary,7,61,2016-04-04,Brothers,13000000,656688,17856688,18513376,42.410584615384614,4,Spring,Average,Medium,Documentary,Documentary,Low,True,0.29780500325818476,2016Q2,2016,Non-Peak
122,"Adventure,Comedy,Crime",7,32135,2018-09-21,The Sisters Brothers,38000000,3143056,13143056,16286112,-57.141810526315794,9,Fall,Average,Long,Adventure,Adventure & Comedy,Medium,False,-1.3332763522687305,2018Q3,2018,Non-Peak
117,"Horror,Thriller",7,358543,2012-05-24,Split,5000000,138141585,278964806,417106391,8242.12782,5,Spring,Average,Medium,Horror,Horror & Thriller,Low,True,0.98801265071002,2012Q2,2012,Non-Peak
117,"Horror,Thriller",7,358543,2016-09-26,Split,5000000,138141585,278964806,417106391,8242.12782,9,Fall,Average,Medium,Horror,Horror & Thriller,Low,True,0.98801265071002,2016Q3,2016,Non-Peak
117,"Horror,Thriller",7,358543,2016-04-07,Split,5000000,138141585,278964806,417106391,8242.12782,4,Spring,Average,Medium,Horror,Horror & Thriller,Low,True,0.98801265071002,2016Q2,2016,Non-Peak
117,"Horror,Thriller",7,358543,2016-08-02,Split,5000000,138141585,278964806,417106391,8242.12782,8,Summer,Average,Medium,Horror,Horror & Thriller,Low,True,0.98801265071002,2016Q3,2016,Non-Peak
111,Drama,7,227964,2016-10-21,Moonlight,1500000,27854931,65245512,93100443,6106.696199999999,10,Fall,Average,Medium,Drama,Drama,Low,True,0.9838883688233363,2016Q4,2016,Non-Peak
100,"Biography,Drama,Western",6,1573,2010-10-31,The Kid,65000000,69688384,69688384,139376768,114.42579692307693,10,Fall,Average,Medium,Biography,Biography & Drama,Medium,True,0.533638202889021,2010Q4,2010,Non-Peak
92,"Comedy,Family",6,6413,2016-10-07,Middle School: The Worst Years of My Life,8500000,20007149,23311293,43318442,409.6287294117647,10,Fall,Average,Medium,Comedy,Comedy & Family,Low,True,0.8037787231590646,2016Q4,2016,Non-Peak
109,"Drama,Fantasy,Horror",6,222,2011-04-14,The Forest,10000000,26594261,40749230,67343491,573.4349100000001,4,Spring,Average,Medium,Drama,Drama & Fantasy,Low,True,0.8515075495566453,2011Q2,2011,Non-Peak
109,"Drama,Fantasy,Horror",6,222,2016-01-08,The Forest,10000000,26594261,40749230,67343491,573.4349100000001,1,Winter,Average,Medium,Drama,Drama & Fantasy,Low,True,0.8515075495566453,2016Q1,2016,Non-Peak
109,"Drama,Fantasy,Horror",6,222,2016-03-09,The Forest,10000000,26594261,40749230,67343491,573.4349100000001,3,Spring,Average,Medium,Drama,Drama & Fantasy,Low,True,0.8515075495566453,2016Q1,2016,Non-Peak
89,"Documentary,Family",7,87,2015-12-04,The Messenger,6500000,1109660,1744952,2854612,-56.08289230769231,12,Winter,Average,Medium,Documentary,Documentary & Family,Low,False,-1.2770169816423387,2015Q4,2015,Peak
80,Drama,4,5,2016-04-17,The Return,15000000,501752,5953886,6455638,-56.96241333333333,4,Spring,low,Medium,Drama,Drama,Low,False,-1.323550360165796,2016Q2,2016,Non-Peak
151,"Comedy,Drama",7,44239,2013-10-25,The Square,1900000,406216,740932,1147148,-39.62378947368421,10,Fall,Average,Long,Comedy,Comedy & Drama,Low,False,-0.6562814911415092,2013Q4,2013,Non-Peak
151,"Comedy,Drama",7,44239,2013-10-25,The Square,1500000,124244,176262,300506,-79.96626666666667,10,Fall,Average,Long,Comedy,Comedy & Drama,Low,False,-3.991580866937765,2013Q4,2013,Non-Peak
151,"Comedy,Drama",7,44239,2017-10-27,The Square,1900000,406216,740932,1147148,-39.62378947368421,10,Fall,Average,Long,Comedy,Comedy & Drama,Low,False,-0.6562814911415092,2017Q4,2017,Non-Peak
151,"Comedy,Drama",7,44239,2017-10-27,The Square,1500000,124244,176262,300506,-79.96626666666667,10,Fall,Average,Long,Comedy,Comedy & Drama,Low,False,-3.991580866937765,2017Q4,2017,Non-Peak
113,"Drama,Thriller",4,39,2016-01-24,Mandy,6000000,1214525,1427656,2642181,-55.96365,1,Winter,low,Medium,Drama,Drama & Thriller,Low,False,-1.2708512399415484,2016Q1,2016,Non-Peak
113,"Drama,Thriller",4,39,2018-09-13,Mandy,6000000,1214525,1427656,2642181,-55.96365,9,Fall,low,Medium,Drama,Drama & Thriller,Low,False,-1.2708512399415484,2018Q3,2018,Non-Peak
93,"Drama,Romance",4,192,2014-04-24,Lovesick,10100000,10143618,10143618,20287236,100.86372277227721,4,Spring,low,Medium,Drama,Drama & Romance,Low,True,0.5021500218166733,2014Q2,2014,Non-Peak
87,Horror,7,8,2015-03-06,Unfinished Business,35000000,10219501,13214051,23433552,-33.046994285714284,3,Spring,Average,Medium,Horror,Horror,Medium,False,-0.4935849247267337,2015Q1,2015,Non-Peak
100,Documentary,7,186,2015-09-04,Time to Choose,3500000,29233,29233,58466,-98.32954285714285,9,Fall,Average,Medium,Documentary,Documentary,Low,False,-58.86385249546745,2015Q3,2015,Non-Peak
96,"Drama,Romance",6,26811,2017-05-19,"Everything, Everything",10000000,34121140,61603136,95724276,857.24276,5,Spring,Average,Medium,Drama,Drama & Romance,Low,True,0.8955332918893009,2017Q2,2017,Non-Peak
106,"Action,Drama,History",7,466580,2017-07-19,Dunkirk,150000000,190068280,499837368,689905648,359.93709866666666,7,Summer,Average,Medium,Action,Action & Drama,High,True,0.7825789650587119,2017Q3,2017,Peak
82,"Horror,Thriller",6,79100,2015-03-27,Hush,1000000,0,0,0,-100.0,3,Spring,Average,Medium,Horror,Horror & Thriller,Low,False,-inf,2015Q1,2015,Non-Peak
82,"Horror,Thriller",6,79100,2016-03-12,Hush,1000000,0,0,0,-100.0,3,Spring,Average,Medium,Horror,Horror & Thriller,Low,False,-inf,2016Q1,2016,Non-Peak
115,"Crime,Drama",8,344047,2017-11-10,"Three Billboards Outside Ebbing, Missouri",12000000,54513740,160191915,214705655,1689.2137916666666,11,Fall,High,Medium,Crime,Crime & Drama,Low,True,0.9441095298584473,2017Q4,2017,Peak
130,"Comedy,Family,Fantasy",6,52103,2018-12-19,Mary Poppins Returns,130000000,171958438,341528518,513486956,294.9899661538462,12,Winter,Average,Long,Comedy,Comedy & Family,High,True,0.7468290119525451,2018Q4,2018,Peak
280,Drama,8,34,2011-03-10,The Family,30000000,36918811,51078541,87997352,193.32450666666668,3,Spring,High,Long,Drama,Drama,Medium,True,0.6590806505177564,2011Q1,2011,Non-Peak
280,Drama,8,34,2013-09-13,The Family,30000000,36918811,51078541,87997352,193.32450666666668,9,Fall,High,Long,Drama,Drama,Medium,True,0.6590806505177564,2013Q3,2013,Non-Peak
280,Drama,8,34,2017-10-18,The Family,30000000,36918811,51078541,87997352,193.32450666666668,10,Fall,High,Long,Drama,Drama,Medium,True,0.6590806505177564,2017Q4,2017,Non-Peak
104,"Horror,Mystery,Thriller",7,400474,2010-02-01,Get Out,5000000,176040665,255367951,431408616,8528.17232,2,Winter,Average,Medium,Horror,Horror & Mystery,Low,True,0.9884100599418719,2010Q1,2010,Non-Peak
104,"Horror,Mystery,Thriller",7,400474,2017-02-24,Get Out,5000000,176040665,255367951,431408616,8528.17232,2,Winter,Average,Medium,Horror,Horror & Mystery,Low,True,0.9884100599418719,2017Q1,2017,Non-Peak
122,"Action,Crime,Drama",7,95650,2018-06-29,Sicario: Day of the Soldado,35000000,50065850,75885196,125951046,259.86013142857144,6,Summer,Average,Long,Action,Action & Crime,Medium,True,0.7221142569947374,2018Q2,2018,Peak
161,"Action,Biography,Drama",8,123638,2016-12-21,Dangal,9500000,12391761,294654618,307046379,3132.067147368421,12,Winter,High,Long,Action,Action & Biography,Low,True,0.9690600487426689,2016Q4,2016,Peak
