movie_id,primary_title,start_year,runtime_minutes,genres,averagerating,numvotes,Unnamed: 0,genre_ids,id_x,original_language,original_title,popularity,release_date_x,title,vote_average,vote_count,id_y,release_date_y,movie,production_budget,domestic_gross,worldwide_gross
tt2372760,Home,2013,90.0,"Drama,Romance",6.8,306,9651,[],237303,en,Home,0.84,2013-11-22,Home,7.0,2,44,"Mar 27, 2015",Home,"$130,000,000","$177,397,510","$385,997,896"
tt2372760,Home,2013,90.0,"Drama,Romance",6.8,306,9651,[],237303,en,Home,0.84,2013-11-22,Home,7.0,2,56,"Jun 5, 2009",Home,"$12,000,000",$0,$0
tt2372760,Home,2013,90.0,"Drama,Romance",6.8,306,9651,[],237303,en,Home,0.84,2013-11-22,Home,7.0,2,60,"Apr 23, 2009",Home,"$500,000","$15,433","$44,793,168"
tt2372760,Home,2013,90.0,"Drama,Romance",6.8,306,14262,"[14, 35, 16, 878, 10751]",228161,en,Home,12.835,2015-03-27,Home,6.8,2372,44,"Mar 27, 2015",Home,"$130,000,000","$177,397,510","$385,997,896"
tt2372760,Home,2013,90.0,"Drama,Romance",6.8,306,14262,"[14, 35, 16, 878, 10751]",228161,en,Home,12.835,2015-03-27,Home,6.8,2372,56,"Jun 5, 2009",Home,"$12,000,000",$0,$0
tt2372760,Home,2013,90.0,"Drama,Romance",6.8,306,14262,"[14, 35, 16, 878, 10751]",228161,en,Home,12.835,2015-03-27,Home,6.8,2372,60,"Apr 23, 2009",Home,"$500,000","$15,433","$44,793,168"
tt2372760,Home,2013,90.0,"Drama,Romance",6.8,306,19580,[],409371,en,Home,0.672,2016-08-01,Home,7.0,1,44,"Mar 27, 2015",Home,"$130,000,000","$177,397,510","$385,997,896"
tt2372760,Home,2013,90.0,"Drama,Romance",6.8,306,19580,[],409371,en,Home,0.672,2016-08-01,Home,7.0,1,56,"Jun 5, 2009",Home,"$12,000,000",$0,$0
tt2372760,Home,2013,90.0,"Drama,Romance",6.8,306,19580,[],409371,en,Home,0.672,2016-08-01,Home,7.0,1,60,"Apr 23, 2009",Home,"$500,000","$15,433","$44,793,168"
tt2372760,Home,2013,90.0,"Drama,Romance",6.8,306,20446,"[27, 18, 10751]",381507,en,Home,0.6,2016-03-01,Home,4.7,14,44,"Mar 27, 2015",Home,"$130,000,000","$177,397,510","$385,997,896"
tt2372760,Home,2013,90.0,"Drama,Romance",6.8,306,20446,"[27, 18, 10751]",381507,en,Home,0.6,2016-03-01,Home,4.7,14,56,"Jun 5, 2009",Home,"$12,000,000",$0,$0
tt2372760,Home,2013,90.0,"Drama,Romance",6.8,306,20446,"[27, 18, 10751]",381507,en,Home,0.6,2016-03-01,Home,4.7,14,60,"Apr 23, 2009",Home,"$500,000","$15,433","$44,793,168"
tt2372760,Home,2013,90.0,"Drama,Romance",6.8,306,20455,[18],388223,en,Home,0.6,2016-03-17,Home,4.5,2,44,"Mar 27, 2015",Home,"$130,000,000","$177,397,510","$385,997,896"
tt2372760,Home,2013,90.0,"Drama,Romance",6.8,306,20455,[18],388223,en,Home,0.6,2016-03-17,Home,4.5,2,56,"Jun 5, 2009",Home,"$12,000,000",$0,$0
tt2372760,Home,2013,90.0,"Drama,Romance",6.8,306,20455,[18],388223,en,Home,0.6,2016-03-17,Home,4.5,2,60,"Apr 23, 2009",Home,"$500,000","$15,433","$44,793,168"
tt2372760,Home,2013,90.0,"Drama,Romance",6.8,306,23694,[878],496256,en,Home,0.6,2017-04-30,Home,4.0,1,44,"Mar 27, 2015",Home,"$130,000,000","$177,397,510","$385,997,896"
tt2372760,Home,2013,90.0,"Drama,Romance",6.8,306,23694,[878],496256,en,Home,0.6,2017-04-30,Home,4.0,1,56,"Jun 5, 2009",Home,"$12,000,000",$0,$0
tt2372760,Home,2013,90.0,"Drama,Romance",6.8,306,23694,[878],496256,en,Home,0.6,2017-04-30,Home,4.0,1,60,"Apr 23, 2009",Home,"$500,000","$15,433","$44,793,168"
tt2375036,Dry Spell,2013,90.0,"Comedy,Romance",3.3,120,10470,"[35, 10749]",255266,en,Dry Spell,0.6,2013-02-14,Dry Spell,6.0,1,54,"Dec 31, 2014",Dry Spell,"$22,000",$0,$0
tt2375605,The Act of Killing,2012,117.0,"Crime,Documentary",8.2,31115,5363,[99],123678,id,Jagal,8.63,2012-08-31,The Act of Killing,7.8,326,66,"Jul 19, 2013",The Act of Killing,"$1,000,000","$486,919","$1,227,316"
tt2377322,Deliver Us from Evil,2014,118.0,"Horror,Mystery,Thriller",6.2,63793,11132,"[53, 80, 27]",184346,en,Deliver Us from Evil,11.283,2014-07-02,Deliver Us from Evil,6.1,1104,34,"Jul 2, 2014",Deliver Us from Evil,"$30,000,000","$30,577,122","$87,956,618"
